"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Deep Learning for Software Defect Prediction in time","M. Yadav; V. Singh; P. Rastogi","CSE & IT Dept., The NorthCap University, Gurugram, India; CSE & IT Dept., The NorthCap University, Gurugram, India; CSE & IT Dept., The NorthCap University, Gurugram, India","2018 Fifth International Conference on Parallel, Distributed and Grid Computing (PDGC)","27 Jun 2019","2018","","","7","12","Various machine learning techniques for defect prediction are characterize by their performance in within project and cross project environment by taking into consideration F-measure, Recall and Precision. This paper will include the comparative study of various machine learning techniques for software defect prediction in time. Data collected from different research papers, websites and books shows the practical applicability of various machine learning techniques for software defect prediction in time.","2573-3079","978-1-7281-0646-5","10.1109/PDGC.2018.8745804","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8745804","Comparison;Deep Learning;Defect Prediction;Machine Learning","Measurement;Deep learning;Computer bugs;Predictive models;Software;Tools","","1","","19","IEEE","27 Jun 2019","","","IEEE","IEEE Conferences"
"A Deep Learning Based Model for Defect Prediction in Intra-Project Software","K. Sekaran; L. S. P. Annabel","St.Joseph's College of Engineering, Chennai, India; St.Joseph's College of Engineering, Chennai, India",2023 7th International Conference on Trends in Electronics and Informatics (ICOEI),"24 May 2023","2023","","","1148","1155","Testing of software ensures the supply of meaningful software and hence prediction of defects in producing high quality software has become an inevitable one. Software defect prediction's main aim is to find out various bugs present in software and focus on testing efforts. Many of existing software defect prediction frameworks are much simple, making it difficult for developers to get detailed reference information. Nowadays, many deep learning models, like the Radial Base Functional Neural Network(RBF) and the Convolutional Neural Network (CNN), are applied to features which are created automatically from deep learning models and abstract syntax trees (AS Ts) to aid in the improved performance of predicting defects. But the results generated using RBF and CNN algorithms are not able to provide much accuracy due to its restricted size of dataset and improper baseline selections. To resolve these state-of-the-art problems, we have constructed a dataset taken from various defect datasets namely the Kamei Dataset, NASA Dataset and the PROMISE Source Code (PSC) dataset. In this research, the dataset is named as Combination Defect Analysis Dataset (CDA). Then, an Enhanced Convolutional Neural Network (ECNN) model is proposed for predicting defects in Intra-Project software (IPDP) and associated results to different models. Experimental results implied that Enhanced CNN(ECNN) model is efficient compared to the other associated models, along with it outclassing the other machine learning models suggested for IPDP.","","979-8-3503-9728-4","10.1109/ICOEI56765.2023.10126014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10126014","Radial Base Function;Convolutional Neural Network;Enhanced Convolutional Neural Network;Intra Project Defect Prediction","Deep learning;Source coding;Semantics;NASA;Predictive models;Syntactics;Prediction algorithms","","1","","50","IEEE","24 May 2023","","","IEEE","IEEE Conferences"
"Software Defect Density Prediction Using Deep Learning","F. Alghanim; M. Azzeh; A. El-Hassan; H. Qattous","King Hussein School of Computing Sciences, Princess Sumaya University for Technology, Amman, Jordan; King Hussein School of Computing Sciences, Princess Sumaya University for Technology, Amman, Jordan; King Hussein School of Computing Sciences, Princess Sumaya University for Technology, Amman, Jordan; King Hussein School of Computing Sciences, Princess Sumaya University for Technology, Amman, Jordan",IEEE Access,"8 Nov 2022","2022","10","","114629","114641","Delivering a reliable and high-quality software system to client is a big challenge in software development and evolution process. One of the software measures that confirm the quality of the system is the defect density. Practitioners usually need this measure during software development process or during a period of operation to indicate the reliability of software system. However, since predicting defect density before testing the modules is time consuming, managers need to build a prediction model that can help in detecting the defective modules. This process can reduce the testing cost and improve testing resources utilizations. The most intrinsic feature of software defect datasets is the data sparsity in the defect density which might bias the final prediction. Therefore, we use deep learning to build defect density prediction models and handle the inherit challenge of data sparsity in defect density. Deep learning has shown to be effective with sparse data. The constructed model has been evaluated against well-known machine learning methods over 28 public datasets. The obtained results confirmed that the deep learning model is generally more adequate than other machine models over the datasets with high and very high sparsity ratios, and competitive choice when the sparsity ratio is either medium or low.","2169-3536","","10.1109/ACCESS.2022.3217480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9931128","Defect density prediction;deep learning;data sparsity;machine learning","Machine learning;Deep learning;Measurement;Data models;Predictive models;Codes;Testing","","20","","51","CCBY","26 Oct 2022","","","IEEE","IEEE Journals"
"Just-in-Time Defect Prediction for Self-Driving Software via a Deep Learning Model","J. Choi; T. Kim; D. Ryu; J. Baik; S. Kim","School of Computing, Korea Advanced Institute of Science and Technology, Korea; Department of Software Engineering, Jeonbuk National University, Korea; Department of Software Engineering, Jeonbuk National University, Korea; School of Computing, Korea Advanced Institute of Science and Technology, Korea; Department of Software Engineering, Jeonbuk National University, Korea",Journal of Web Engineering,"22 Sep 2023","2023","22","2","303","326","Edge computing is applied to various applications and is typically applied to autonomous driving software. As the self-driving system becomes complicated and the proportion of software increases, accidents caused by software defects increase. Just-in-time (JIT) defect prediction is a technique that identifies defects during the software development phase, which helps developers prioritize code inspection. Many researchers have proposed various JIT models, but it is difficult to find a case in which JIT defect prediction was performed on edge computing applications. In particular, due to the characteristic of self-driving software, which is frequently updated, there is a high risk of inducing defects into the update process. In this work, we propose a JIT defect prediction model via deep learning for edge computing applications called JIT4EA. Our research goal is to develop an effective model to predict defects in edge computing applications. To do this, we perform defect prediction on self-driving software, a representative edge computing application. We use pre-trained unified cross-modal pre-training for code representation (UniXCoder) to embed commit messages and code changes. We use bidirectional-LSTM(Bi-LSTM) for context and semantic learning. As a result of the experiment, it was confirmed that the proposed JIT4EA performed better than state-of-the-art methods and could reduce the code inspection effort.","1544-5976","","10.13052/jwe1540-9589.2225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10243560","Software defect prediction;edge computing applications;self-driving;deep learning","Deep learning;Codes;Computational modeling;Semantics;Predictive models;Inspection;Software quality;Edge computing;Computer applications;Autonomous automobiles;Vehicle driving","","4","","23","","22 Sep 2023","","","River Publishers","River Publishers Journals"
"Prediction Of Software Defects by Employing Optimized Deep Learning and Oversampling Approaches","M. C. Devi; T. D. Rajkumar; D. Balakrishnan","Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Krishnakoil, Tamil Nadu, India; Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Krishnakoil, Tamil Nadu, India; Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Krishnakoil, Tamil Nadu, India","2024 2nd International Conference on Computer, Communication and Control (IC4)","4 Apr 2024","2024","","","1","5","One of the most crucial methods for assessing software quality and cutting development costs is software defect prediction (SDP). Software defects can be predicted using data collected throughout the software lifecycle. There are currently a lot of SDP models available; however, most samples typically exhibit class imbalance, and their performance could have been better. This research suggests using an optimized deep learning (DL) model with an oversampling technique to predict software defeat early to address these problems. The proposed system mainly comprises three phases: dataset balancing, parsing source code, and classification. To begin, the dataset imbalance issue is solved with the help of k-means clustering and synthetic minority oversampling technique (KMSMOTE). After that, the source code is parsed using the AST, which converts the source code into tokens. Finally, the classification is done using the Sand Cat Optimized Recurrent Neural Network (SCRNN) approach to classify the input into the defect or non-defect, in which the hyperparameters are optimally chosen using the Sand Cat Swarm Optimization (SCSO) algorithm and the NIPUNA activation function solves the gradient vanishing problem. Tests conducted on the NASA dataset demonstrate that the system attains an average accuracy of 96.21%, confirming that the suggested model has good prediction performance and can lower the cost of misclassification and mitigate the effects of sample class imbalance.","","979-8-3503-8793-3","10.1109/IC457434.2024.10486399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10486399","Software Defeat Prediction;NASA;Dataset balancing;Abstract Syntax Tree;and Deep Learning","Deep learning;Support vector machines;Costs;Source coding;Computational modeling;NASA;Software quality","","2","","15","IEEE","4 Apr 2024","","","IEEE","IEEE Conferences"
"On the Value of Oversampling for Deep Learning in Software Defect Prediction","R. Yedida; T. Menzies","Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA",IEEE Transactions on Software Engineering,"16 Aug 2022","2022","48","8","3103","3116","One truism of deep learning is that the automatic feature engineering (seen in the first layers of those networks) excuses data scientists from performing tedious manual feature engineering prior to running DL. For the specific case of deep learning for defect prediction, we show that that truism is false. Specifically, when we pre-process data with a novel oversampling technique called fuzzy sampling, as part of a larger pipeline called GHOST (Goal-oriented Hyper-parameter Optimization for Scalable Training), then we can do significantly better than the prior DL state of the art in 14/20 defect data sets. Our approach yields state-of-the-art results significantly faster deep learners. These results present a cogent case for the use of oversampling prior to applying deep learning on software defect prediction datasets.","1939-3520","","10.1109/TSE.2021.3079841","National Science Foundation(grant numbers:CCF #1703487); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9429914","Defect prediction;oversampling;class imbalance;neural networks","Deep learning;Tuning;Predictive models;Standards;Prediction algorithms;Training;Tools","","50","","64","IEEE","12 May 2021","","","IEEE","IEEE Journals"
"An Empirical Systematic Study of Deep Learning-Based Software Defect Prediction Models in Complex Systems","Z. Shen","School of Software Engineering, Sun Yat-sen University, Zhuhai, Guangdong, China",2024 IEEE 7th International Conference on Information Systems and Computer Aided Education (ICISCAE),"3 Dec 2024","2024","","","736","741","This paper introduces an empirical study on a complex system environment, aiming to construct and evaluate a deep learning-based software defect prediction model. The model innovatively integrates Long Short-Term Memory (LSTM) network, which uses LSTM's powerful time series analysis ability to mine potential defect patterns for historical data accumulated during software development. The model can capture the trend of software defects over time and cover multiple dimensions. While maintaining the integrity of time series information, the model enhances the expression ability of high-dimensional feature space, which provides a new technical approach for defect prevention in complex system environment.","2770-663X","979-8-3503-5076-0","10.1109/ICISCAE62304.2024.10761329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10761329","LSTM;Software defect prediction;Deep learning","Adaptation models;Accuracy;Time series analysis;Software quality;Predictive models;Software;Data models;Complex systems;Long short term memory;Testing","","","","15","IEEE","3 Dec 2024","","","IEEE","IEEE Conferences"
"An Empirical Systematic Study of Deep Learning-Based Software Defect Prediction Models in Complex Systems","Y. Chen; M. Fang; Y. Zhang","School of Physical Education, Shaoyang University, Shaoyang, China; Xiangzhong Preschool Higher Normal College, Shaoyang, China; Hunan Shaoyang University, Shaoyang, China","2024 International Conference on Computers, Information Processing and Advanced Education (CIPAE)","18 Dec 2024","2024","","","43","48","In this paper, the advanced reinforcement learning technology is integrated, and an innovative strategy of teaching resources optimization and students' learning path adaptive adjustment is proposed. By using the instant feedback and strategy update ability of the Actor-Critic algorithm, and the decision-making advantage of DQN in high-dimensional state space, the accurate recommendation of students personalized learning paths and the efficient allocation of teaching resources are realized. In this paper, the strategy network (Actor) is constructed to explore and formulate the learning path strategy, the value network (Critic) is used to evaluate the quality of the strategy, and the rapid strategy iteration is realized. The Q-value function is constructed based on the deep neural network, which is used to select the optimal or near-optimal learning resource allocation scheme among a large number of possible actions, so as to improve students' learning effectiveness and satisfaction. Optimizing the management efficiency of practical courses provided a new perspective and feasible scheme for the future development of smart education.","","979-8-3315-2766-2","10.1109/CIPAE64326.2024.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10788150","Recommender system;Actor-Critic;DQN;Course Recommendations","Technological innovation;Systematics;Software algorithms;Reinforcement learning;Educational technology;Rendering (computer graphics);Software;Robustness;Trajectory;Resource management","","1","","15","IEEE","18 Dec 2024","","","IEEE","IEEE Conferences"
"Investigating the Use of Deep Neural Networks for Software Defect Prediction","M. Samir; M. El-Ramly; A. Kamel","Faculty of Computers and Artificial Intelligence, Cairo University, Giza, Egypt; Faculty of Computers and Artificial Intelligence, Cairo University, Giza, Egypt; Faculty of Computers and Artificial Intelligence, Cairo University, Giza, Egypt",2019 IEEE/ACS 16th International Conference on Computer Systems and Applications (AICCSA),"16 Mar 2020","2019","","","1","6","Many software projects are shipped to customers containing defects. Defective software cost money, time, and lives. To reduce this harm, software companies allocate testing and quality assurance budgets. The enormous sizes of modern software pose challenges to traditional testing approaches due to the need for scalability. Defect prediction models have been used to direct testing efforts to probable causes of defects in the software. Early approaches for software defect prediction relied on statistical approaches to classify software modules and decide whether each module is a defect-prone module or not. Lately, many researchers used machine learning techniques to train a model that can classify software modules to defect-prone modules and not defect-prone modules. Starting from the new millennium, neural networks and deep learning won many competitions in machine learning applications. However, the use of deep learning to build a software defect prediction model was not investigated thoroughly. In this paper, we used a deep neural network to build a software defect prediction model and compared our proposed model with other machine learning algorithms like random forests, decision trees, and naive Bayesian networks. The result shows small improvement over the other learning models in most of the comparisons. These results prove the value of using deep learning for defect prediction and open the door for more experiments.","2161-5330","978-1-7281-5052-9","10.1109/AICCSA47632.2019.9035240","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9035240","software defect prediction;software quality;software metrics;deep learning","Software;Predictive models;Measurement;Neurons;Object oriented modeling;Neural networks;Machine learning","","10","","39","IEEE","16 Mar 2020","","","IEEE","IEEE Conferences"
"Software Defect Prediction Using Deep Semantic Feature Learning","B. Dwarakanath; S. Renuka; T. V. Brindha; M. J. D. Ebinezer","Information Technology College of Engineering and Technology, SRM Institute of Science and Technology Ramapuram, Chennai, India; Information and Technology, Vasavi College of Engineering, Hyderabad, India; Computer Science and Engineering, Sri Venkateshwara College of Engineering and Technology, Tiruvallur, India; Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Andhra Pradesh, India",2023 International Conference on Evolutionary Algorithms and Soft Computing Techniques (EASCT),"22 Jan 2024","2023","","","1","7","The software defect prediction (SDP) methodology has the potential to increase software reliability by foreseeing any ominous problems in its source code. Nevertheless, as recent research has demonstrated, creating defective prediction models is a challenging issue. Several research methods for predicting source code defects have been proposed over time. However, the majority of previous research has concentrated on traditional feature extraction and modelling. Traditional methods frequently fail to locate the contextual information needed to build reliable prediction deep learning models in source code files. On the other hand, defect prediction semantic feature techniques have only lately changed and advanced. Using such techniques, it would be possible to forecast suspicious problems by automatically extracting contextual information from source code files. We suggest employing deep learning, a potent representation-learning approach, to fill the gap between defect prediction data and semantics. In order to automatically extract semantic properties from word vectors generated by program abstract syntax trees (AST) for file-level defect prediction models and source code updates for change-level defect prediction models, we use a Long-Short Term Memory (LSTM) model. Two tasks—one for defect prediction at the file level (within-project defect prediction and cross-project defect prediction) and one for defect prediction at the change level (within-project defect prediction and cross-project defect prediction)—were used to assess our methodology. Our findings demonstrate that LSTM-AST-based semantic features can greatly enhance fault identification tasks. The findings demonstrate that the deep learning model LSTM-AST is a practical choice for medium to low sparsity ratio datasets and that, in comparison to other machine models, it performs typically better in high and extremely high sparsity ratio datasets.","","979-8-3503-1341-3","10.1109/EASCT59475.2023.10393261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10393261","Deep Learning (DL);Software defect prediction (SDP);source code;Long-Short Term Memory (LSTM);abstract syntax trees (AST)","Deep learning;Support vector machines;Recurrent neural networks;Source coding;Semantics;Predictive models;Syntactics","","2","","22","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
"A Survey of Software Defects Research Based on Deep Learning","F. Meng; R. Huang; J. Wang","School of Computer Science, Northeast Electric Power University, Jilin, China; School of Computer Science, Northeast Electric Power University, Jilin, China; School of Computer Science, Northeast Electric Power University, Jilin, China",2023 6th International Conference on Information Systems and Computer Networks (ISCON),"4 May 2023","2023","","","1","5","In the process of software development, software defects are inevitable. How to quickly and accurately identify defects and accurately deliver bug reports to the most appropriate repair personnel is very important for defect repair. In recent years, with the development of artificial intelligence, deep learning has been widely used in software defect research. This paper summarizes and analyzes the progress of software defect research based on deep learning in the past three years from four perspectives of software defect prediction, software defect identification, software defect analysis and bug report assignment. They are software defect prediction technology based on the TextCNN model and TextRNN model, a software defect identification technology based on LSTM, BiLSTM, DNCC, a software defect analysis technology based on the DAKSM model, and a software bug report assignment technology based on Atten-CRNN model. And compared these mentioned deep learning-based techniques with previous techniques in the field. After experiments, it is concluded that these models have good accuracy. At the same time, the related technologies involved are introduced in detail, as the problems that may be encountered in future research in this field and the development prospects prospect.","2832-143X","979-8-3503-4696-1","10.1109/ISCON57294.2023.10112194","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10112194","deep learning;defect prediction;defect identification;defect analysis;bug report assignment","Deep learning;Analytical models;Computer bugs;Predictive models;Maintenance engineering;Software;Computer networks","","4","","20","IEEE","4 May 2023","","","IEEE","IEEE Conferences"
